name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking,cuisine_count,area_popularity,cost_numeric,cost_category,restaurant_type
Seville Bar And Lounge,"Asian, Italian, North Indian, Continental, Pizza, Mediterranean, Mughlai, Bakery","₹3,000 for two",4.5,chandigarh,sector-26-chandigarh,https://www.zomato.com/chandigarh/seville-bar-and-lounge-sector-26/info,Open,No,Yes,8,18,3000,High,Luxury
Tulum Rooftop Bar & Kitchen,"Continental, Mexican, Pizza, Salad","₹1,600 for two",4.2,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/tulum-rooftop-bar-kitchen-sector-34/info,Open,No,No,4,18,1600,High,Luxury
Yo! China,"Chinese, Asian, Thai, Sichuan, Desserts, Beverages","₹1,600 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/yo-china-sector-9/info,Open,Yes,No,6,18,1600,High,Luxury
Sa Roca,"Cafe, Sandwich, Bakery",₹700 for two,4.5,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/sa-roca-sector-10/info,Open,No,Yes,3,18,700,Medium,Premium
Cafe Olio,"Cafe, European, Fast Food, Street Food, Pizza, Desserts, Beverages","₹1,400 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/cafe-olio-sector-35/info,Open,No,No,7,18,1400,Medium,Premium
Parampara Restaurant & Bar,"North Indian, Mughlai, Biryani, Desserts, Shake, Beverages","₹2,500 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/parampara-restaurant-bar-sector-35/info,Open,No,Yes,6,18,2500,High,Luxury
Refections Cafe,"Chinese, Coffee, Sandwich, Italian, Pizza, Continental, Desserts, North Indian","₹1,000 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/refections-cafe-sector-35/info,Open,Yes,Yes,8,18,1000,Medium,Premium
Cafe Well Being,"North Indian, Sandwich, Pizza, Fast Food, Desserts, Shake, Beverages","₹1,600 for two",4.5,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/cafe-well-being-sector-22/info,Open,No,Yes,7,18,1600,High,Luxury
Tin Tin Modern Asian Restobar,"Asian, Chinese, Sushi, Japanese, Momos, Desserts, Beverages","₹3,000 for two",4.6,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/tin-tin-modern-asian-restobar-sector-34/info,Open,Yes,Yes,7,18,3000,High,Luxury
TAO Cafe Kitchen Bar,"Asian, North Indian, Continental","₹2,600 for two",4.5,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/tao-cafe-kitchen-bar-sector-26/info,Open,No,No,3,18,2600,High,Luxury
Tulum Rooftop Bar & Kitchen,"Continental, Mexican, Pizza, Salad","₹1,600 for two",4.2,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/tulum-rooftop-bar-kitchen-sector-34/info,Open,No,No,4,18,1600,High,Luxury
Yo! China,"Chinese, Asian, Thai, Sichuan, Desserts, Beverages","₹1,600 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/yo-china-sector-9/info,Open,Yes,No,6,18,1600,High,Luxury
Sa Roca,"Cafe, Sandwich, Bakery",₹700 for two,4.5,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/sa-roca-sector-10/info,Open,No,Yes,3,18,700,Medium,Premium
Cafe Olio,"Cafe, European, Fast Food, Street Food, Pizza, Desserts, Beverages","₹1,400 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/cafe-olio-sector-35/info,Open,Yes,No,7,18,1400,Medium,Premium
Parampara Restaurant & Bar,"North Indian, Mughlai, Biryani, Desserts, Shake, Beverages","₹2,500 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/parampara-restaurant-bar-sector-35/info,Open,Yes,No,6,18,2500,High,Luxury
Refections Cafe,"Chinese, Coffee, Sandwich, Italian, Pizza, Continental, Desserts, North Indian","₹1,000 for two",4.4,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/refections-cafe-sector-35/info,Open,Yes,No,8,18,1000,Medium,Premium
Cafe Well Being,"North Indian, Sandwich, Pizza, Fast Food, Desserts, Shake, Beverages","₹1,600 for two",4.5,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/cafe-well-being-sector-22/info,Open,Yes,Yes,7,18,1600,High,Luxury
Tin Tin Modern Asian Restobar,"Asian, Chinese, Sushi, Japanese, Momos, Desserts, Beverages","₹3,000 for two",4.6,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/tin-tin-modern-asian-restobar-sector-34/info,Open,No,No,7,18,3000,High,Luxury
TAO Cafe Kitchen Bar,"Asian, North Indian, Continental","₹2,600 for two",4.5,chandigarh,sector-35-chandigarh,https://www.zomato.com/chandigarh/tao-cafe-kitchen-bar-sector-26/info,Open,No,No,3,18,2600,High,Luxury
The Brew Estate,"Chinese, North Indian, Seafood, Mughlai, Pizza, Pasta, Fast Food, Beverages","₹1,600 for two",4.3,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/the-brew-estate-sector-9-panchkula/info,Open,Yes,No,8,18,1600,High,Luxury
Alba - Sky Bar & Craft Kitchen,"Continental, North Indian, Desserts, Beverages","₹3,000 for two",4.5,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/alba-sky-bar-craft-kitchen-sector-5-panchkula/info,Open,Yes,No,4,18,3000,High,Luxury
The Lavaniya,"North Indian, Chinese, Italian, Biryani, Seafood, Mughlai, Desserts, Beverages","₹1,500 for two",4.2,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/the-lavaniya-sector-9-panchkula/info,Open,Yes,Yes,8,18,1500,High,Luxury
Sir Dough,"North Indian, Continental, Cafe","₹2,000 for two",4.5,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/sir-dough-sector-5-panchkula/info,Open,Yes,No,3,18,2000,High,Luxury
Rozana - Indian Kitchen & Bar,"North Indian, Biryani, Mughlai, Bihari, Assamese, Continental, Desserts, Beverages","₹3,000 for two",4.2,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/rozana-indian-kitchen-bar-sector-5-panchkula/info,Open,No,No,8,18,3000,High,Luxury
The Local House,"North Indian, Cafe, Coffee, Chinese, Mexican, Italian, Desserts","₹1,300 for two",4.5,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/the-local-house-sector-5-panchkula/info,Open,No,Yes,7,18,1300,Medium,Premium
Saanwara,"Mithai, North Indian, South Indian, Pasta, Chinese, Maharashtrian, Street Food",₹300 for two,4.4,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/saanwara-1-dhakoli-zirakpur/info,Open,No,Yes,7,18,300,Low,Casual
Hakka Asian Fusion Restaurant,"Japanese, Asian, Sushi, Desserts, Beverages","₹1,000 for two",4.3,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/hakka-asian-fusion-restaurant-1-sector-8-panchkula/info,Open,No,Yes,5,18,1000,Medium,Premium
Ministry Of Bar Exchange,"North Indian, Chinese, Continental, Salad, Mughlai, Fast Food, Bar Food, Desserts","₹2,200 for two",4.4,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/ministry-of-bar-exchange-chandigarh-industrial-area/info,Open,Yes,Yes,8,18,2200,High,Luxury
The Brew Estate,"Chinese, North Indian, Seafood, Mughlai, Pizza, Pasta, Fast Food, Beverages","₹1,600 for two",4.3,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/the-brew-estate-sector-9-panchkula/info,Open,Yes,Yes,8,18,1600,High,Luxury
Alba - Sky Bar & Craft Kitchen,"Continental, North Indian, Desserts, Beverages","₹3,000 for two",4.5,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/alba-sky-bar-craft-kitchen-sector-5-panchkula/info,Open,No,No,4,18,3000,High,Luxury
The Lavaniya,"North Indian, Chinese, Italian, Biryani, Seafood, Mughlai, Desserts, Beverages","₹1,500 for two",4.2,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/the-lavaniya-sector-9-panchkula/info,Open,No,Yes,8,18,1500,High,Luxury
Sir Dough,"North Indian, Continental, Cafe","₹2,000 for two",4.5,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/sir-dough-sector-5-panchkula/info,Open,Yes,Yes,3,18,2000,High,Luxury
Rozana - Indian Kitchen & Bar,"North Indian, Biryani, Mughlai, Bihari, Assamese, Continental, Desserts, Beverages","₹3,000 for two",4.2,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/rozana-indian-kitchen-bar-sector-5-panchkula/info,Open,No,Yes,8,18,3000,High,Luxury
The Local House,"North Indian, Cafe, Coffee, Chinese, Mexican, Italian, Desserts","₹1,300 for two",4.5,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/the-local-house-sector-5-panchkula/info,Open,Yes,No,7,18,1300,Medium,Premium
Saanwara,"Mithai, North Indian, South Indian, Pasta, Chinese, Maharashtrian, Street Food",₹300 for two,4.4,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/saanwara-1-dhakoli-zirakpur/info,Open,Yes,Yes,7,18,300,Low,Casual
Hakka Asian Fusion Restaurant,"Japanese, Asian, Sushi, Desserts, Beverages","₹1,000 for two",4.3,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/hakka-asian-fusion-restaurant-1-sector-8-panchkula/info,Open,No,Yes,5,18,1000,Medium,Premium
Ministry Of Bar Exchange,"North Indian, Chinese, Continental, Salad, Mughlai, Fast Food, Bar Food, Desserts","₹2,200 for two",4.4,chandigarh,sector-9-panchkula,https://www.zomato.com/chandigarh/ministry-of-bar-exchange-chandigarh-industrial-area/info,Open,No,Yes,8,18,2200,High,Luxury
Ministry Of Bar Exchange,"North Indian, Chinese, Continental, Salad, Mughlai, Fast Food, Bar Food, Desserts","₹2,200 for two",4.4,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/ministry-of-bar-exchange-chandigarh-industrial-area/info,Open,No,Yes,8,18,2200,High,Luxury
Tulum Rooftop Bar & Kitchen,"Continental, Mexican, Pizza, Salad","₹1,600 for two",4.2,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/tulum-rooftop-bar-kitchen-sector-34/info,Open,Yes,Yes,4,18,1600,High,Luxury
Prankster,"North Indian, Mughlai, Asian, BBQ, Finger Food, Street Food, Desserts, Beverages","₹2,600 for two",4.4,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/prankster-sector-26/info,Open,No,No,8,18,2600,High,Luxury
TAO Cafe Kitchen Bar,"Asian, North Indian, Continental","₹2,600 for two",4.5,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/tao-cafe-kitchen-bar-sector-26/info,Open,Yes,Yes,3,18,2600,High,Luxury
Yo! China,"Chinese, Asian, Thai, Sichuan, Desserts, Beverages","₹1,600 for two",4.4,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/yo-china-sector-9/info,Open,No,Yes,6,18,1600,High,Luxury
Burma Burma - Chandigarh,"Asian, Burmese, Bubble Tea, Desserts, Beverages","₹1,800 for two",4.3,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/burma-burma-chandigarh-chandigarh-industrial-area/info,Open,No,Yes,5,18,1800,High,Luxury
Diablo,"European, Turkish","₹3,600 for two",4.2,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/diablo-chandigarh-industrial-area/info,Open,No,No,2,18,3600,High,Luxury
The Brew Estate,"North Indian, Continental, Italian, Asian, Pizza, Finger Food, Desserts, Beverages","₹1,600 for two",4.3,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/the-brew-estate-chandigarh-industrial-area/info,Open,No,No,8,18,1600,High,Luxury
Jamie Oliver's Pizzeria,"Pizza, Italian, Salad, Fast Food, Continental, Beverages, Pasta",₹850 for two,4.5,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/jamie-olivers-pizzeria-chandigarh-industrial-area/info,Open,Yes,Yes,7,18,850,Medium,Premium
Ministry Of Bar Exchange,"North Indian, Chinese, Continental, Salad, Mughlai, Fast Food, Bar Food, Desserts","₹2,200 for two",4.4,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/ministry-of-bar-exchange-chandigarh-industrial-area/info,Open,Yes,No,8,18,2200,High,Luxury
Tulum Rooftop Bar & Kitchen,"Continental, Mexican, Pizza, Salad","₹1,600 for two",4.2,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/tulum-rooftop-bar-kitchen-sector-34/info,Open,Yes,Yes,4,18,1600,High,Luxury
Prankster,"North Indian, Mughlai, Asian, BBQ, Finger Food, Street Food, Desserts, Beverages","₹2,600 for two",4.4,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/prankster-sector-26/info,Open,No,Yes,8,18,2600,High,Luxury
TAO Cafe Kitchen Bar,"Asian, North Indian, Continental","₹2,600 for two",4.5,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/tao-cafe-kitchen-bar-sector-26/info,Open,No,No,3,18,2600,High,Luxury
Yo! China,"Chinese, Asian, Thai, Sichuan, Desserts, Beverages","₹1,600 for two",4.4,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/yo-china-sector-9/info,Open,No,Yes,6,18,1600,High,Luxury
Burma Burma - Chandigarh,"Asian, Burmese, Bubble Tea, Desserts, Beverages","₹1,800 for two",4.3,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/burma-burma-chandigarh-chandigarh-industrial-area/info,Open,No,No,5,18,1800,High,Luxury
Diablo,"European, Turkish","₹3,600 for two",4.2,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/diablo-chandigarh-industrial-area/info,Open,Yes,Yes,2,18,3600,High,Luxury
The Brew Estate,"North Indian, Continental, Italian, Asian, Pizza, Finger Food, Desserts, Beverages","₹1,600 for two",4.3,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/the-brew-estate-chandigarh-industrial-area/info,Open,No,Yes,8,18,1600,High,Luxury
Jamie Oliver's Pizzeria,"Pizza, Italian, Salad, Fast Food, Continental, Beverages, Pasta",₹850 for two,4.5,chandigarh,chandigarh-industrial-area,https://www.zomato.com/chandigarh/jamie-olivers-pizzeria-chandigarh-industrial-area/info,Open,No,No,7,18,850,Medium,Premium
Soy Yum,"Japanese, Korean, Sushi, Salad, Coffee, Shake, Bubble Tea, Beverages","₹1,200 for two",4.8,kolkata,best-korean,https://www.zomato.com/kolkata/soy-yum-hindustan-park/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,8,18,1200,Medium,Premium
Soy Yum,"Japanese, Korean, Desserts, Beverages","₹1,300 for two",4.7,kolkata,best-korean,https://www.zomato.com/kolkata/soy-yum-sector-1-salt-lake/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,No,4,18,1300,Medium,Premium
The Canteen By Asia House,"Asian, Chinese, Thai, Korean, Japanese, Seafood, Desserts, Beverages","₹1,400 for two",4.7,kolkata,best-korean,https://www.zomato.com/kolkata/the-canteen-by-asia-house-southern-avenue/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,Yes,8,18,1400,Medium,Premium
Cafe TOV,"Cafe, Korean, Beverages","₹1,000 for two",4.7,kolkata,best-korean,https://www.zomato.com/kolkata/cafe-tov-santoshpur/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,No,3,18,1000,Medium,Premium
25 Main Street,"Cafe, Korean, Continental, Pizza, Asian, Sandwich, Pasta, Coffee","₹1,200 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/25-main-street-sector-1-salt-lake/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,No,8,18,1200,Medium,Premium
Sonamoo Restaurant,"Korean, Japanese, Beverages","₹1,000 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/sonamoo-restaurant-2-new-town/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,3,18,1000,Medium,Premium
Bubble N Tea Asian Cafe,"Bubble Tea, Asian, Korean, Pasta, Cafe, Chinese, Tea, Seafood","₹1,000 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/bubble-n-tea-asian-cafe-sector-3-salt-lake/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,No,8,18,1000,Medium,Premium
The Sarang Korean Food & Cafe,"Cafe, Coffee, Korean, Desserts, Tea, Beverages","₹1,300 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/the-sarang-korean-food-cafe-new-town/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,Yes,6,18,1300,Medium,Premium
La Soirée,"North Indian, Korean, Japanese, Mexican, Chinese, Thai, Sushi","₹2,000 for two",4.5,kolkata,best-korean,https://www.zomato.com/kolkata/la-soirée-1-bhawanipur/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,7,18,2000,High,Luxury
Soy Yum,"Japanese, Korean, Sushi, Salad, Coffee, Shake, Bubble Tea, Beverages","₹1,200 for two",4.8,kolkata,best-korean,https://www.zomato.com/kolkata/soy-yum-hindustan-park/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,Yes,8,18,1200,Medium,Premium
Soy Yum,"Japanese, Korean, Desserts, Beverages","₹1,300 for two",4.7,kolkata,best-korean,https://www.zomato.com/kolkata/soy-yum-sector-1-salt-lake/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,4,18,1300,Medium,Premium
The Canteen By Asia House,"Asian, Chinese, Thai, Korean, Japanese, Seafood, Desserts, Beverages","₹1,400 for two",4.7,kolkata,best-korean,https://www.zomato.com/kolkata/the-canteen-by-asia-house-southern-avenue/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,No,8,18,1400,Medium,Premium
Cafe TOV,"Cafe, Korean, Beverages","₹1,000 for two",4.7,kolkata,best-korean,https://www.zomato.com/kolkata/cafe-tov-santoshpur/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,3,18,1000,Medium,Premium
25 Main Street,"Cafe, Korean, Continental, Pizza, Asian, Sandwich, Pasta, Coffee","₹1,200 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/25-main-street-sector-1-salt-lake/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,Yes,8,18,1200,Medium,Premium
Sonamoo Restaurant,"Korean, Japanese, Beverages","₹1,000 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/sonamoo-restaurant-2-new-town/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,No,3,18,1000,Medium,Premium
Bubble N Tea Asian Cafe,"Bubble Tea, Asian, Korean, Pasta, Cafe, Chinese, Tea, Seafood","₹1,000 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/bubble-n-tea-asian-cafe-sector-3-salt-lake/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,Yes,Yes,8,18,1000,Medium,Premium
The Sarang Korean Food & Cafe,"Cafe, Coffee, Korean, Desserts, Tea, Beverages","₹1,300 for two",4.6,kolkata,best-korean,https://www.zomato.com/kolkata/the-sarang-korean-food-cafe-new-town/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,6,18,1300,Medium,Premium
La Soirée,"North Indian, Korean, Japanese, Mexican, Chinese, Thai, Sushi","₹2,000 for two",4.5,kolkata,best-korean,https://www.zomato.com/kolkata/la-soirée-1-bhawanipur/info?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gS29yZWFuIiwiZGlzaF9pZHMiOltdLCJjdWlzaW5lX2lkcyI6WyI2NyJdfX0%3D,Open,No,Yes,7,18,2000,High,Luxury
Cafe De Lema,"Pizza, Desserts, Cafe, Bakery","₹1,000 for two",4.4,kolkata,ballygunge,https://www.zomato.com/kolkata/cafe-de-lema-hindustan-park/info,Open,Yes,Yes,4,18,1000,Medium,Premium
