name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking
L7 Club & Lounge,"North Indian, Continental, Finger Food, Biryani","₹1,700 for two",4.5,pune,kalyani-nagar,https://www.zomato.com/pune/l7-club-lounge-koregaon-park/info,Open,Yes,No
Boteco - Tapas Bar & Grill,"Brazilian, Bar Food, Seafood, Burger","₹2,000 for two",4.9,pune,kalyani-nagar,https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Open,Yes,Yes
The Sassy Spoon,"European, Continental, American, Asian, Mediterranean, Healthy Food, Italian, Salad","₹1,800 for two",4.6,pune,kalyani-nagar,https://www.zomato.com/pune/the-sassy-spoon-koregaon-park/info,Open,No,Yes
Prem's,"North Indian, Chinese, Asian, Sushi, Kebab, Mughlai, Desserts, Beverages","₹1,500 for two",4.4,pune,kalyani-nagar,https://www.zomato.com/pune/prems-koregaon-park/info,Open,No,No
SOUL - Neighbour Food Bar,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts","₹1,000 for two",4.4,pune,kalyani-nagar,https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,Open,Yes,Yes
Pimlico,"Alcoholic Beverages, Italian, Beverages, Pizza, Sushi, Continental, Salad, Pasta","₹3,000 for two",4.3,pune,koregaon-park,https://www.zomato.com/pune/pimlico-koregaon-park/info,Open,Yes,No
The Dressing Room,"Salad, Healthy Food, Sandwich","₹2,000 for two",4.5,pune,koregaon-park,https://www.zomato.com/pune/the-dressing-room-koregaon-park/info,Open,No,Yes
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,koregaon-park,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,Yes,No
BNTR,"Bar Food, Fast Food","₹3,000 for two",4.4,pune,koregaon-park,https://www.zomato.com/pune/bntr-koregaon-park/info,Open,No,Yes
Prem's,"North Indian, Chinese, Asian, Sushi, Kebab, Mughlai, Desserts, Beverages","₹1,500 for two",4.4,pune,koregaon-park,https://www.zomato.com/pune/prems-koregaon-park/info,Open,Yes,No
The Sassy Spoon,"European, Continental, American, Asian, Mediterranean, Healthy Food, Italian, Salad","₹1,800 for two",4.6,pune,koregaon-park,https://www.zomato.com/pune/the-sassy-spoon-koregaon-park/info,Open,No,No
Boteco - Tapas Bar & Grill,"Brazilian, Bar Food, Seafood, Burger","₹2,000 for two",4.9,pune,koregaon-park,https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Open,No,No
L7 Club & Lounge,"North Indian, Continental, Finger Food, Biryani","₹1,700 for two",4.5,pune,koregaon-park,https://www.zomato.com/pune/l7-club-lounge-koregaon-park/info,Open,Yes,No
Ba Ba Reeba,,"₹3,000 for two",4.4,pune,koregaon-park,https://www.zomato.com/pune/ba-ba-reeba-sangamvadi/info,Open,Yes,No
Pimlico,"Alcoholic Beverages, Italian, Beverages, Pizza, Sushi, Continental, Salad, Pasta","₹3,000 for two",4.3,pune,koregaon-park,https://www.zomato.com/pune/pimlico-koregaon-park/info,Open,Yes,Yes
The Dressing Room,"Salad, Healthy Food, Sandwich","₹2,000 for two",4.5,pune,koregaon-park,https://www.zomato.com/pune/the-dressing-room-koregaon-park/info,Open,No,Yes
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,koregaon-park,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,No,Yes
BNTR,"Bar Food, Fast Food","₹3,000 for two",4.4,pune,koregaon-park,https://www.zomato.com/pune/bntr-koregaon-park/info,Open,Yes,Yes
Prem's,"North Indian, Chinese, Asian, Sushi, Kebab, Mughlai, Desserts, Beverages","₹1,500 for two",4.4,pune,koregaon-park,https://www.zomato.com/pune/prems-koregaon-park/info,Open,No,No
The Sassy Spoon,"European, Continental, American, Asian, Mediterranean, Healthy Food, Italian, Salad","₹1,800 for two",4.6,pune,koregaon-park,https://www.zomato.com/pune/the-sassy-spoon-koregaon-park/info,Open,Yes,No
Boteco - Tapas Bar & Grill,"Brazilian, Bar Food, Seafood, Burger","₹2,000 for two",4.9,pune,koregaon-park,https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Open,Yes,Yes
L7 Club & Lounge,"North Indian, Continental, Finger Food, Biryani","₹1,700 for two",4.5,pune,koregaon-park,https://www.zomato.com/pune/l7-club-lounge-koregaon-park/info,Open,Yes,Yes
Ba Ba Reeba,,"₹3,000 for two",4.4,pune,koregaon-park,https://www.zomato.com/pune/ba-ba-reeba-sangamvadi/info,Open,No,Yes
The Boho House Cocktail Bar,"North Indian, Fast Food","₹1,400 for two",4.2,pune,baner,https://www.zomato.com/pune/the-boho-house-cocktail-bar-balewadi/info,Open,Yes,No
Prem's,"North Indian, Chinese, Continental, Pizza, Pasta, Sichuan, Desserts, Beverages","₹3,600 for two",4.6,pune,baner,https://www.zomato.com/pune/prems-baner/info,Open,No,No
Flo Brew Pub,"Pizza, Chinese, Italian, Pasta","₹2,500 for two",4.4,pune,baner,https://www.zomato.com/pune/flo-brew-pub-balewadi/info,Open,Yes,Yes
The Ruby Hilltop - Sunny's World,"Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts","₹1,700 for two",4.4,pune,baner,https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,Open,Yes,Yes
Masala Mehfil,"Maharashtrian, North Indian, Seafood, Biryani, Beverages, Alcoholic Beverages","₹1,400 for two",4.4,pune,baner,https://www.zomato.com/pune/masala-mehfil-baner/info,Open,No,No
Swig,"Bar Food, Asian, Sushi, Pizza, Italian, Continental, Fast Food, Beverages","₹1,800 for two",4.3,pune,baner,https://www.zomato.com/pune/swig-1-baner/info,Open,Yes,Yes
Bao Story,Asian,"₹1,000 for two",4.3,pune,baner,https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Open,Yes,Yes
Ouza Cocktail Bar & Kitchen,"Mediterranean, Asian, Modern Indian, European, Desserts, Salad","₹2,700 for two",4.6,pune,baner,https://www.zomato.com/pune/ouza-cocktail-bar-kitchen-baner/info,Open,Yes,Yes
Makaira Kitchen & Bar,"Chinese, Kebab, Italian, Continental, Biryani, Maharashtrian, North Indian","₹1,500 for two",4.1,pune,baner,https://www.zomato.com/pune/makaira-kitchen-bar-wakad/info,Open,No,Yes
The Boho House Cocktail Bar,"North Indian, Fast Food","₹1,400 for two",4.2,pune,baner,https://www.zomato.com/pune/the-boho-house-cocktail-bar-balewadi/info,Open,Yes,No
Prem's,"North Indian, Chinese, Continental, Pizza, Pasta, Sichuan, Desserts, Beverages","₹3,600 for two",4.6,pune,baner,https://www.zomato.com/pune/prems-baner/info,Open,No,Yes
Flo Brew Pub,"Pizza, Chinese, Italian, Pasta","₹2,500 for two",4.4,pune,baner,https://www.zomato.com/pune/flo-brew-pub-balewadi/info,Open,Yes,No
The Ruby Hilltop - Sunny's World,"Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts","₹1,700 for two",4.4,pune,baner,https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,Open,No,Yes
Masala Mehfil,"Maharashtrian, North Indian, Seafood, Biryani, Beverages, Alcoholic Beverages","₹1,400 for two",4.4,pune,baner,https://www.zomato.com/pune/masala-mehfil-baner/info,Open,Yes,No
Swig,"Bar Food, Asian, Sushi, Pizza, Italian, Continental, Fast Food, Beverages","₹1,800 for two",4.3,pune,baner,https://www.zomato.com/pune/swig-1-baner/info,Open,Yes,Yes
Bao Story,Asian,"₹1,000 for two",4.3,pune,baner,https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Open,Yes,No
Ouza Cocktail Bar & Kitchen,"Mediterranean, Asian, Modern Indian, European, Desserts, Salad","₹2,700 for two",4.6,pune,baner,https://www.zomato.com/pune/ouza-cocktail-bar-kitchen-baner/info,Open,No,No
Makaira Kitchen & Bar,"Chinese, Kebab, Italian, Continental, Biryani, Maharashtrian, North Indian","₹1,500 for two",4.1,pune,baner,https://www.zomato.com/pune/makaira-kitchen-bar-wakad/info,Open,Yes,No
Bao Story,Asian,"₹1,000 for two",4.3,pune,hinjawadi,https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Open,Yes,No
Intactu,"North Indian, Biryani, Mughlai, Pizza, Pasta, Italian, Fast Food, Desserts","₹1,800 for two",4.1,pune,hinjawadi,https://www.zomato.com/pune/intactu-hinjawadi/info,Open,Yes,Yes
The Paraiso,"Continental, Chinese, North Indian, Fast Food, Alcoholic Beverages, BBQ, Desserts, Beverages","₹1,500 for two",4.2,pune,hinjawadi,https://www.zomato.com/pune/the-paraiso-hinjawadi/info,Open,Yes,Yes
The Ruby Hilltop - Sunny's World,"Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts","₹1,700 for two",4.4,pune,hinjawadi,https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,Open,No,Yes
The Boho House Cocktail Bar,"North Indian, Fast Food","₹1,400 for two",4.2,pune,hinjawadi,https://www.zomato.com/pune/the-boho-house-cocktail-bar-balewadi/info,Open,No,No
Flo Brew Pub,"Pizza, Chinese, Italian, Pasta","₹2,500 for two",4.4,pune,hinjawadi,https://www.zomato.com/pune/flo-brew-pub-balewadi/info,Open,Yes,No
Portico - Sayaji Hotel,"North Indian, Asian, Fast Food, Salad, South Indian, Bar Food, Beverages","₹2,800 for two",4.4,pune,hinjawadi,https://www.zomato.com/pune/portico-sayaji-hotel-wakad/info,Open,Yes,Yes
Makaira Kitchen & Bar,"Chinese, Kebab, Italian, Continental, Biryani, Maharashtrian, North Indian","₹1,500 for two",4.1,pune,hinjawadi,https://www.zomato.com/pune/makaira-kitchen-bar-wakad/info,Open,No,Yes
The Barkhana,"Bar Food, Mughlai, Chinese, North Indian, Fast Food, Desserts, Beverages, Sichuan","₹2,700 for two",4.7,pune,hinjawadi,https://www.zomato.com/pune/the-barkhana-wakad/info,Open,No,Yes
Bao Story,Asian,"₹1,000 for two",4.3,pune,hinjawadi,https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Open,No,Yes
Intactu,"North Indian, Biryani, Mughlai, Pizza, Pasta, Italian, Fast Food, Desserts","₹1,800 for two",4.1,pune,hinjawadi,https://www.zomato.com/pune/intactu-hinjawadi/info,Open,No,Yes
The Paraiso,"Continental, Chinese, North Indian, Fast Food, Alcoholic Beverages, BBQ, Desserts, Beverages","₹1,500 for two",4.2,pune,hinjawadi,https://www.zomato.com/pune/the-paraiso-hinjawadi/info,Open,No,Yes
The Ruby Hilltop - Sunny's World,"Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts","₹1,700 for two",4.4,pune,hinjawadi,https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,Open,Yes,No
The Boho House Cocktail Bar,"North Indian, Fast Food","₹1,400 for two",4.2,pune,hinjawadi,https://www.zomato.com/pune/the-boho-house-cocktail-bar-balewadi/info,Open,No,Yes
Flo Brew Pub,"Pizza, Chinese, Italian, Pasta","₹2,500 for two",4.4,pune,hinjawadi,https://www.zomato.com/pune/flo-brew-pub-balewadi/info,Open,No,Yes
Portico - Sayaji Hotel,"North Indian, Asian, Fast Food, Salad, South Indian, Bar Food, Beverages","₹2,800 for two",4.4,pune,hinjawadi,https://www.zomato.com/pune/portico-sayaji-hotel-wakad/info,Open,Yes,Yes
Makaira Kitchen & Bar,"Chinese, Kebab, Italian, Continental, Biryani, Maharashtrian, North Indian","₹1,500 for two",4.1,pune,hinjawadi,https://www.zomato.com/pune/makaira-kitchen-bar-wakad/info,Open,Yes,Yes
The Barkhana,"Bar Food, Mughlai, Chinese, North Indian, Fast Food, Desserts, Beverages, Sichuan","₹2,700 for two",4.7,pune,hinjawadi,https://www.zomato.com/pune/the-barkhana-wakad/info,Open,Yes,No
Felice Pasticceria,"Sandwich, Desserts, Coffee, Cake","₹1,400 for two",4.3,pune,kothrud,https://www.zomato.com/pune/felice-pasticceria-karve-nagar/info,Open,No,Yes
Mystic Flavours,"Continental, Modern Indian, Asian, Oriental","₹1,000 for two",4.4,pune,kothrud,https://www.zomato.com/pune/mystic-flavours-warje/info,Open,Yes,Yes
Cibbo All Day Dining & Bar,"European, Pizza, Asian, Continental, Desserts","₹1,800 for two",4.3,pune,kothrud,https://www.zomato.com/pune/cibbo-all-day-dining-bar-shivaji-nagar/info,Open,No,No
D Palace,"North Indian, Mughlai, Seafood, Chinese, Continental, Biryani, Desserts, Beverages","₹1,000 for two",4.1,pune,kothrud,https://www.zomato.com/pune/d-palace-bavdhan/info,Open,Yes,No
Acai,"North Indian, Continental, Bar Food","₹2,400 for two",4.5,pune,kothrud,https://www.zomato.com/pune/acai-1-kothrud/info,Open,No,No
Spice Kitchen - JW Marriott Pune,"Italian, Asian, North Indian, South Indian, European","₹6,000 for two",4.5,pune,kothrud,https://www.zomato.com/pune/spice-kitchen-jw-marriott-pune-senapati-bapat-road/info,Open,Yes,Yes
Fountain House,"North Indian, Fast Food, Desserts, Beverages","₹1,700 for two",4.3,pune,kothrud,https://www.zomato.com/pune/fountain-house-2-shivaji-nagar/info,Open,No,Yes
The Verandah,"Maharashtrian, Fast Food, South Indian, Desserts, Beverages, Sandwich, North Indian, Street Food","₹1,000 for two",4.1,pune,kothrud,https://www.zomato.com/pune/the-verandah-erandwane/info,Open,Yes,No
Mutuswami,"South Indian, Maharashtrian, Pizza, Sandwich, Desserts, Beverages, Coffee, Juices",₹700 for two,4.1,pune,kothrud,https://www.zomato.com/pune/mutuswami-shivaji-nagar/info,Open,Yes,Yes
Felice Pasticceria,"Sandwich, Desserts, Coffee, Cake","₹1,400 for two",4.3,pune,kothrud,https://www.zomato.com/pune/felice-pasticceria-karve-nagar/info,Open,Yes,Yes
Mystic Flavours,"Continental, Modern Indian, Asian, Oriental","₹1,000 for two",4.4,pune,kothrud,https://www.zomato.com/pune/mystic-flavours-warje/info,Open,Yes,Yes
Cibbo All Day Dining & Bar,"European, Pizza, Asian, Continental, Desserts","₹1,800 for two",4.3,pune,kothrud,https://www.zomato.com/pune/cibbo-all-day-dining-bar-shivaji-nagar/info,Open,Yes,Yes
D Palace,"North Indian, Mughlai, Seafood, Chinese, Continental, Biryani, Desserts, Beverages","₹1,000 for two",4.1,pune,kothrud,https://www.zomato.com/pune/d-palace-bavdhan/info,Open,No,No
Acai,"North Indian, Continental, Bar Food","₹2,400 for two",4.5,pune,kothrud,https://www.zomato.com/pune/acai-1-kothrud/info,Open,Yes,Yes
Spice Kitchen - JW Marriott Pune,"Italian, Asian, North Indian, South Indian, European","₹6,000 for two",4.5,pune,kothrud,https://www.zomato.com/pune/spice-kitchen-jw-marriott-pune-senapati-bapat-road/info,Open,Yes,Yes
Fountain House,"North Indian, Fast Food, Desserts, Beverages","₹1,700 for two",4.3,pune,kothrud,https://www.zomato.com/pune/fountain-house-2-shivaji-nagar/info,Open,Yes,No
The Verandah,"Maharashtrian, Fast Food, South Indian, Desserts, Beverages, Sandwich, North Indian, Street Food","₹1,000 for two",4.1,pune,kothrud,https://www.zomato.com/pune/the-verandah-erandwane/info,Open,Yes,No
Mutuswami,"South Indian, Maharashtrian, Pizza, Sandwich, Desserts, Beverages, Coffee, Juices",₹700 for two,4.1,pune,kothrud,https://www.zomato.com/pune/mutuswami-shivaji-nagar/info,Open,No,No
Cafe Seven O' Eleven,"Lebanese, Tea, Mexican, Italian, Modern Indian, Coffee, Burger, Beverages",₹500 for two,4.4,nagpur,pratap-nagar,https://www.zomato.com/nagpur/cafe-seven-o-eleven-bajaj-nagar/info,Open,No,Yes
TSS - The Spirited Spot,"Continental, Pizza, Sandwich, Coffee, Beverages, Asian, Italian, North Indian","₹2,000 for two",4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/tss-the-spirited-spot-dharampeth/info,Closed,No,No
The Creative Kitchen - Radisson Blu Hotel,"North Indian, Continental, Chinese, Desserts, Beverages, Finger Food, Fast Food, Salad","₹2,500 for two",4.2,nagpur,pratap-nagar,https://www.zomato.com/nagpur/the-creative-kitchen-radisson-blu-hotel-wardha-road/info,Open,Yes,Yes
Villa 167,"Cafe, Pasta, Beverages, Burger, Sandwich, Fast Food, Salad, Mithai",₹800 for two,4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/villa-167-bajaj-nagar/info,Open,No,Yes
Side Walk - Hotel Hardeo,"North Indian, Chinese, Continental, Fast Food, Desserts, Salad, Juices, Beverages","₹1,400 for two",4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/side-walk-hotel-hardeo-sitabuldi/info,Open,No,No
Shikhar - The Legend Inn,"North Indian, Chinese, Biryani, Beverages",₹700 for two,4,nagpur,pratap-nagar,https://www.zomato.com/nagpur/shikhar-the-legend-inn-wardha-road/info,Open,Yes,Yes
Sam's Family Home Kitchen,"North Indian, Maharashtrian",₹250 for two,3.2,nagpur,pratap-nagar,https://www.zomato.com/nagpur/sams-family-home-kitchen-7-manish-nagar/info,Open,No,No
Hotel Ashoka Imperial,"North Indian, Chinese, South Indian, Biryani, Sichuan, Salad, Desserts, Beverages","₹1,000 for two",4,nagpur,pratap-nagar,https://www.zomato.com/nagpur/hotel-ashoka-imperial-manish-nagar/info,Open,No,Yes
Bakken Frisk,"Bakery, Beverages, Continental","₹1,000 for two",4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/bakken-frisk-laxmi-nagar/info,Open,Yes,Yes
Cafe Seven O' Eleven,"Lebanese, Tea, Mexican, Italian, Modern Indian, Coffee, Burger, Beverages",₹500 for two,4.4,nagpur,pratap-nagar,https://www.zomato.com/nagpur/cafe-seven-o-eleven-bajaj-nagar/info,Open,No,Yes
TSS - The Spirited Spot,"Continental, Pizza, Sandwich, Coffee, Beverages, Asian, Italian, North Indian","₹2,000 for two",4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/tss-the-spirited-spot-dharampeth/info,Closed,No,No
The Creative Kitchen - Radisson Blu Hotel,"North Indian, Continental, Chinese, Desserts, Beverages, Finger Food, Fast Food, Salad","₹2,500 for two",4.2,nagpur,pratap-nagar,https://www.zomato.com/nagpur/the-creative-kitchen-radisson-blu-hotel-wardha-road/info,Open,No,No
Villa 167,"Cafe, Pasta, Beverages, Burger, Sandwich, Fast Food, Salad, Mithai",₹800 for two,4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/villa-167-bajaj-nagar/info,Open,Yes,Yes
Side Walk - Hotel Hardeo,"North Indian, Chinese, Continental, Fast Food, Desserts, Salad, Juices, Beverages","₹1,400 for two",4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/side-walk-hotel-hardeo-sitabuldi/info,Open,Yes,No
Shikhar - The Legend Inn,"North Indian, Chinese, Biryani, Beverages",₹700 for two,4,nagpur,pratap-nagar,https://www.zomato.com/nagpur/shikhar-the-legend-inn-wardha-road/info,Open,Yes,Yes
Sam's Family Home Kitchen,"North Indian, Maharashtrian",₹250 for two,3.2,nagpur,pratap-nagar,https://www.zomato.com/nagpur/sams-family-home-kitchen-7-manish-nagar/info,Open,No,No
Hotel Ashoka Imperial,"North Indian, Chinese, South Indian, Biryani, Sichuan, Salad, Desserts, Beverages","₹1,000 for two",4,nagpur,pratap-nagar,https://www.zomato.com/nagpur/hotel-ashoka-imperial-manish-nagar/info,Open,Yes,No
Bakken Frisk,"Bakery, Beverages, Continental","₹1,000 for two",4.5,nagpur,pratap-nagar,https://www.zomato.com/nagpur/bakken-frisk-laxmi-nagar/info,Open,Yes,No
Cafe Seven O' Eleven,"Lebanese, Tea, Mexican, Italian, Modern Indian, Coffee, Burger, Beverages",₹500 for two,4.4,nagpur,sitabuldi,https://www.zomato.com/nagpur/cafe-seven-o-eleven-bajaj-nagar/info,Open,No,No
TSS - The Spirited Spot,"Continental, Pizza, Sandwich, Coffee, Beverages, Asian, Italian, North Indian","₹2,000 for two",4.5,nagpur,sitabuldi,https://www.zomato.com/nagpur/tss-the-spirited-spot-dharampeth/info,Open,Yes,No
The Creative Kitchen - Radisson Blu Hotel,"North Indian, Continental, Chinese, Desserts, Beverages, Finger Food, Fast Food, Salad","₹2,500 for two",4.2,nagpur,sitabuldi,https://www.zomato.com/nagpur/the-creative-kitchen-radisson-blu-hotel-wardha-road/info,Open,No,Yes
Villa 167,"Cafe, Pasta, Beverages, Burger, Sandwich, Fast Food, Salad, Mithai",₹800 for two,4.5,nagpur,sitabuldi,https://www.zomato.com/nagpur/villa-167-bajaj-nagar/info,Open,No,No
Side Walk - Hotel Hardeo,"North Indian, Chinese, Continental, Fast Food, Desserts, Salad, Juices, Beverages","₹1,400 for two",4.5,nagpur,sitabuldi,https://www.zomato.com/nagpur/side-walk-hotel-hardeo-sitabuldi/info,Open,No,Yes
Krishnum Food Plaza,"South Indian, North Indian, Chinese, Fast Food, Beverages, Desserts",₹500 for two,3.5,nagpur,sitabuldi,https://www.zomato.com/nagpur/krishnum-food-plaza-civil-lines/info,Open,Yes,No
Regenta Central - Feliz Cafe,"North Indian, Continental, Chinese","₹2,200 for two",3.5,nagpur,sitabuldi,https://www.zomato.com/nagpur/regenta-central-feliz-cafe-nandanvan/info,Open,No,Yes
